question,reasoning,doc_id
Which sci-fi prequel game features an inmate named Pope Joe who resides in the sewers beneath a maximum-security facility?,Focuses on the unique character Pope Joe and the specific prison setting to allow a specialist to identify the title without naming it.,250
What are the gameplay goals and setting of The Chronicles of Riddick: Escape from Butcher Bay?,Directly addresses the game's title and setting to cover the variety of story and location details.,250
What EA Sports motorcycle racing game from the year 2000 features 13 real-world circuits from the 1999 season?,"Includes specific details like 'EA Sports', 'year 2000', and '13 circuits from 1999 season' as hooks for identification.",886
Which PlayStation racing title lets you ride 150 horsepower bikes from brands like Ducati and Yamaha across 3D tracks?,"Focuses on the bike brands (Ducati, Yamaha) and the 150 horsepower detail to distinguish it from other racing games.",886
What is the sequel to the 1999 Superbike World Championship game that includes a two-player split-screen mode?,Uses the title of the predecessor game and the specific platform feature (split-screen) to help a specialist identify the title.,886
Which isometric platformer features a playable Globox in a story about cloning Reflux?,"Includes specific hooks like 'isometric platformer', 'playable Globox', and 'cloning Reflux' to identify the game.",1967
What game involves rescuing Globox from the Hoodlums after the defeat of Andre?,Focuses on the plot twist of kidnapping Globox and the specific antagonist Andre to differentiate the title.,1967
"In Rayman: Hoodlums' Revenge, what is the primary goal of the Hoodlums?",Directly asks about the game's objective using the title for the variety requirement.,1967
Which Wii U title lets you play a series of weird mini-games exclusively using the GamePad?,Uses the 'Wii U GamePad' and 'weird mini-games' hooks to identify the specific hardware-centric gameplay of this title.,1710
What game features Wario starting a game development company in Diamond City?,Includes the setting 'Diamond City' and the plot point of Wario starting a game design business.,1710
"What is the name of the collection of unusual games made by WarioWare, Inc. for the Wii U?","Mentions the company 'WarioWare, Inc.' and the platform to clearly pinpoint the specific collection.",1710
Which Capcom beat-em-up features a mayor who was a pro wrestler and characters named Cody and Guy?,Combines the specific character names (Cody and Guy) with the Haggar's profession (pro wrestler) and the developer (Capcom) to uniquely identify the game,1655
What side-scrolling brawler has a combat system where special attacks drain the player's health to hit surrounding enemies?,"Focuses on the unique health-draining special attack mechanic, a hallmark of the side-scrolling beat-em-up genre of that era",1655
"In which fighting game set in Metro City do you fight the Mad Gear gang to save the mayor's daughter, Jessica?",Uses the setting (Metro City) and the antagonist group (Mad Gear gang) as specific hooks to identify the plot,1655
What open-world game set in Chicago lets you control the city's ctOS to manipulate traffic lights and security cameras?,Connects the specific setting (Chicago) and the unique game mechanic (ctOS) to identify the title.,1121
Which title features a protagonist named Aiden Pearce who uses hacking as a weapon to seek justice for a family tragedy?,Uses the character name (Aiden Pearce) and the plot motivation (family tragedy) as hooks for specialists.,1121
How does the Central Operating System work in Watch Dogs?,Directly targets the game's core system and its relationship to the city's infrastructure.,1121
Which 1987 Infocom title shifted from pure text adventures to include RPG combat and a visual map?,"Focuses on the publisher, release year, and the specific shift in mechanics (RPG combat/visual map) to identify the game.",1951
What interactive fiction game involves recovering a powerful artifact called the Coconut of Quendor from an Ur-grue?,Uses the unique 'Coconut of Quendor' and 'Ur-grue' identifiers to create a search query a fan would use.,1951
In which game do godlike creatures known as the Implementors assign the player a mission to stop a foul beast in the Southlands of Quendor?,Highlights the unique lore elements like the 'Implementors' and the 'Southlands of Quendor' to distinguish the game from other Zork titles.,1951
What Star Wars game involves Jabba the Hutt organizing an illegal vehicular combat tournament after podracing was banned?,Combines the specific plot point of Jabba's reaction to the podracing ban with the game's genre to identify the title.,143
Which vehicular combat title uses the Vigilante 8 engine and is set on Tatooine?,Uses technical 'hooks' like the game engine (Vigilante 8) and the specific setting (Tatooine) to target a specialist's knowledge.,143
